question,options,meta_info,answer
"A 30-year-old woman presents to the clinic for a 3-month history of painful hair loss. She was in her usual state of health until about 3 months ago when she started to develop some painfully itchy spots across her scalp. Since that time these spots have lost hair and scarred, with new spots continuing to form. On further questioning, she shares that, for the last couple of years, she has generally felt poorly, specifically noting intermittent fevers, muscle and joint pains, and fatigue. On physical exam, she has several erythematous and scaly plaques across her scalp. These areas have no hair growth, but some do demonstrate hyperpigmentation. Which of the following is the most likely diagnosis?","[""Alopecia areata"", ""Discoid lupus erythematosus (DLE)"", ""Tinea capitis"", ""Trichotillomania""]",step2&3,B
A 78-year-old man comes to the emergency department because of a 4-hour history of abdominal pain. Abdominal examination shows guarding with diffuse rebound tenderness. A CT scan of the abdomen shows an infrarenal abdominal aortic aneurysm that extends up to the level of the L4 vertebra and a partial filling defect in the anterior wall of the aneurysm. Which of the following bowel regions is at greatest risk for requiring resection?,"[""Splenic flexure, descending colon, and sigmoid colon"", ""Hepatic flexure, transverse colon, and splenic flexure"", ""Cecum, ileum, and distal jejunum"", ""Ascending colon, cecum, and distal ileum""]",step1,A
A 2-month-old boy is brought to the pediatrician for a routine check-up. His mother says he is feeding well and has no concerns. He is at the 85th percentile for height and 82nd percentile for weight. Immunizations are up-to-date. Results of serum hepatitis B surface IgG antibody testing are positive. Which of the following best explains this patient's hepatitis B virus status?,"[""Window period"", ""Spontaneous recovery"", ""Vaccination reaction"", ""Passive immunity""]",step1,D
"A 36-year-old woman comes to the physician because of prolonged stiffness in the morning and progressive pain and swelling of her wrists and hands over the past 4 months. Examination shows bilateral swelling and mild tenderness of the wrists and the second, third, and fourth metacarpophalangeal joints. Her range of motion is limited by pain. Serum studies show elevated anti-cyclic citrullinated peptide antibodies. Treatment with methotrexate is begun. At a follow-up examination, her serum aspartate aminotransferase (AST) concentration is 75 U/L and her serum alanine aminotransferase (ALT) concentration is 81 U/L. Which of the following substances is essential for the function of these enzymes?","[""Niacin"", ""Folic acid"", ""Riboflavin"", ""Pyridoxine""]",step1,D
A 45-year-old man is brought to the emergency department by ambulance after a motor vehicle collision. He is not responsive to verbal commands and is unable to provide any history. His pulse is 108/min and regular. Physical examination shows ecchymoses over the neck and back. Neurological examination indicates damage to the spinal cord at the level shown in the illustration. This patient's injury is most likely located at which of the following levels of the spinal cord?,"[""L4"", ""C2"", ""S2"", ""T6""]",step1,D
"A 47-year-old man with a history of HIV1 infection presents to his HIV clinic to discuss his antiretroviral medications. He is interested in including maraviroc in his maintenance regimen after seeing advertisements about the medication. On exam, his temperature is 98.8°F (37.1°C), blood pressure is 116/74 mmHg, pulse is 64/min, and respirations are 12/min. His viral load is undetectable on his current regimen, and his blood count, electrolytes, and liver function tests have all been within normal limits. In order to consider maraviroc for therapy, a tropism assay needs to be performed. Which of the following receptors is affected by the use of maraviroc?","[""gp120"", ""gp160"", ""p24"", ""Reverse transcriptase""]",step1,A
"Following gastric surgery, a 45-year-old woman complains of severe nausea and vomiting on the 2nd postoperative day. On physical examination, her vitals are stable and examination of the abdomen reveals no significant abnormality. The patient is already receiving a maximum dosage of ondansetron. Metoclopramide is given, and she experiences significant relief from nausea and vomiting. Which of the following best explains the mechanism of action of this drug?","[""Inhibition of dopamine receptors in the area postrema"", ""Stimulation of motilin receptors in gastrointestinal smooth muscle"", ""Enhancement of small intestinal and colonic motility by dopamine antagonism"", ""Decreased esophageal peristaltic amplitude""]",step1,A
"A 58-year-old female, being treated on the medical floor for community-acquired pneumonia with levofloxacin, develops watery diarrhea. She reports at least 9 episodes of diarrhea within the last two days, with lower abdominal discomfort and cramping. Her temperature is 98.6° F (37° C), respiratory rate is 15/min, pulse is 67/min, and blood pressure is 122/98 mm Hg. Her physical examination is unremarkable. Laboratory testing shows:
Hb%   13 gm/dL
Total count (WBC):   13,400/mm3
Differential count:    
  Neutrophils: 80%
  Lymphocytes: 15%
  Monocytes: 5%
ESR:   33 mm/hr
What is the most likely diagnosis?","[""Ulcerative colitis"", ""C. difficile colitis"", ""Irritable bowel syndrome"", ""Giardiasis""]",step2&3,B
"A 65-year-old woman presents with severe abdominal pain and bloody diarrhea. Past medical history is significant for a myocardial infarction 6 months ago. The patient reports a 25-pack-year smoking history and consumes 80 ounces of alcohol per week. Physical examination shows a diffusely tender abdomen with the absence of bowel sounds. Plain abdominal radiography is negative for free air under the diaphragm. Laboratory findings show a serum amylase of 115 U/L, serum lipase 95 U/L. Her clinical condition deteriorates rapidly, and she dies. Which of the following would most likely be the finding on autopsy in this patient?","[""Small bowel obstruction"", ""Small bowel ischemia"", ""Ulcerative colitis"", ""Acute pancreatitis""]",step1,B
"A 45-year-old male is presenting for routine health maintenance. He has no complaints. His pulse if 75/min, blood pressure is 155/90 mm Hg, and respiratory rate is 15/min. His body mass index is 25 kg/m2. The physical exam is within normal limits. He denies any shortness of breath, daytime sleepiness, headaches, sweating, or palpitations. He does not recall having an elevated blood pressure measurement before. Which of the following is the best next step?","[""Refer patient to cardiologist"", ""Treat with thiazide diuretic"", ""Repeat the blood pressure measurement"", ""Provide reassurance""]",step2&3,C
